,location,bath,balcony,price,BuiltUp_Area,Plot_Area,Carpet_Area,BedRoom,With_Hall_Kitchen,Final_sqft
1713,Uttarahalli,2,1,30.0,1,0,0,2,1,882.0
1714,Bisuvanahalli,2,1,37.0,1,0,0,2,1,845.0
1715,Kambipura,2,1,39.0,1,0,0,2,1,883.0
1716,Thanisandra,1,0,48.145,1,0,0,1,1,776.5
1717,Brookefield,3,3,88.0,1,0,0,3,1,1595.0
1718,Whitefield,2,0,85.0,1,0,0,2,1,1280.0
1719,3rd Block Banashankari,2,1,550.0,1,0,0,4,0,1700.0
1720,Bhuvaneshwari Nagar,2,0,35.0,1,0,0,2,1,920.0
1721,Choodasandra,2,3,57.0,1,0,0,2,1,1300.0
1722,Shanthala Nagar,1,0,230.0,1,0,0,2,1,1450.0
1723,Harlur,3,2,132.0,1,0,0,3,1,1757.0
1724,Anekal,1,1,16.5,1,0,0,1,1,600.0
1725,Jnanabharathi Layout,3,2,142.0,1,0,0,4,0,2400.0
1726,Sarjapur,2,1,44.0,1,0,0,2,1,1240.0
1727,Kadarenahalli,10,0,90.0,0,1,0,10,0,750.0
1728,EPIP Zone,2,1,93.36,1,0,0,2,1,1330.0
1729,8th Phase JP Nagar,2,1,42.47,1,0,0,2,1,1062.0
1730,JP Nagar,2,2,45.0,1,0,0,2,1,1078.0
1731,Bannerghatta Road,2,2,72.0,1,0,0,3,1,1460.0
1732,Whitefield,3,2,68.5,0,1,0,3,0,1200.0
1733,Laggere,1,1,48.0,1,0,0,1,1,1200.0
1734,Kammasandra,2,1,39.0,1,0,0,3,1,912.0
1735,Hosa Road,3,1,115.0,1,0,0,3,1,1534.4836
1736,Victoria Layout,5,1,625.0,0,1,0,5,0,2400.0
1737,Prithvi Layout,4,3,162.0,0,1,0,4,0,2028.0
1738,Mysore Road,2,1,45.47,1,0,0,2,1,980.0
1739,Sarjapur  Road,2,2,40.0,1,0,0,2,1,1000.0
1740,Sarjapur  Road,2,1,62.0,1,0,0,2,1,1050.0
1741,Bannerghatta,3,1,239.0,1,0,0,3,0,2611.0
1742,Domlur,2,2,150.0,1,0,0,3,1,1875.0
1743,Hennur Road,2,1,42.6,1,0,0,2,1,1065.0
1744,Sanjay nagar,3,2,180.0,1,0,0,3,1,1800.0
1745,Sector 7 HSR Layout,2,2,98.86,1,0,0,2,1,1163.0
1746,Tumkur Road,2,1,72.0,1,0,0,2,1,1098.0
1747,5th Phase JP Nagar,2,2,100.0,1,0,0,3,1,1725.0
1748,Whitefield,4,2,330.0,0,1,0,4,0,4000.0
1749,Thubarahalli,2,2,75.0,1,0,0,2,1,1128.0
1750,Subramanyanagar,6,2,200.0,0,1,0,8,0,1320.0
1751,Yelahanka,3,1,74.16,1,0,0,3,1,1705.0
1752,Thigalarapalya,2,2,95.0,1,0,0,2,1,1418.0
1753,Ramamurthy Nagar,3,1,160.0,1,0,0,3,0,1500.0
1754,Hebbal,2,2,50.0,1,0,0,2,1,1100.0
1755,Hebbal,2,2,55.0,1,0,0,2,1,812.0
1756,Binny Pete,4,0,204.0,1,0,0,4,1,2817.5
1757,Doddanekundi,2,2,40.0,1,0,0,2,1,1280.0
1758,Whitefield,2,2,136.0,1,0,0,2,1,1420.0
1759,1 Ramamurthy Nagar,11,0,170.0,0,1,0,11,0,1200.0
1760,Kadugondanahalli,6,2,66.0,0,1,0,6,0,727.0
1761,Banashankari Stage II,2,1,150.0,0,1,0,4,0,1200.0
1762,Old Airport Road,4,0,207.0,1,0,0,4,1,2774.0
1763,5th Stage BEML Layout,3,2,85.0,1,0,0,3,1,2000.0
1764,HBR Layout,3,0,95.0,1,0,0,3,1,1722.0
1765,Indira Nagar,3,1,330.0,1,0,0,3,1,2800.0
1767,Jaya Mahal layout,3,3,175.0,0,0,1,3,1,1650.0
1768,BSM Extension,2,2,27.0,1,0,0,2,1,840.0
1769,Jigani,2,2,47.0,1,0,0,2,1,914.0
1770,Hennur Road,2,2,83.73,1,0,0,3,1,1482.0
1771,Kundalahalli,3,2,127.0,1,0,0,3,1,1724.0
1772,Vijinapura,3,3,91.86,1,0,0,3,1,1670.0
1773,Banaswadi,2,3,53.0,1,0,0,2,1,1184.0
1774,Kodigehaali,2,1,55.0,1,0,0,2,1,1200.0
1775,TC Palaya,2,0,65.0,0,1,0,2,0,1200.0
1776,Jigani,2,2,55.0,1,0,0,2,1,927.0
1777,P&T Layout,2,3,39.7,1,0,0,2,1,1242.0
1778,Electronic City Phase II,3,1,35.23,1,0,0,3,1,1220.0
1779,Electronic City,2,1,75.0,1,0,0,3,1,1360.0
1780,Brookefield,4,2,240.0,0,1,0,4,0,2800.0
1781,7th Phase JP Nagar,2,2,72.0,1,0,0,2,1,1180.0
1782,Whitefield,3,2,108.0,1,0,0,3,1,1697.0
1783,Yelahanka New Town,2,1,26.0,1,0,0,2,1,550.0
1784,Hennur,2,1,57.0,1,0,0,2,1,1225.0
1785,Byrasandra,2,2,55.0,1,0,0,3,1,1690.0
1786,SBM Colony,10,0,475.0,0,1,0,10,0,1660.0
1787,Veerannapalya,3,0,57.0,1,0,0,3,1,1488.0
1788,Chowdeshwari Layout,2,1,80.0,1,0,0,3,1,1250.0
1789,JP Nagar,1,1,44.0,1,0,0,1,1,1050.0
1790,HSR Layout,2,2,44.0,1,0,0,2,1,1027.0
1791,Kanakpura Road,3,3,81.94,1,0,0,3,1,1699.0
1792,Whitefield,2,2,58.0,1,0,0,2,1,1205.0
1793,Mathikere Extension,2,1,67.5,0,1,0,4,0,712.0
1794,Horamavu Agara,2,3,39.0,1,0,0,2,1,950.0
1795,TC Palaya,2,0,70.0,0,1,0,2,0,1200.0
1796,Akshaya Nagar,3,1,120.0,1,0,0,3,1,1476.0
1797,CV Raman Nagar,2,1,55.0,1,0,0,2,1,1070.0
1798,EPIP Zone,4,2,172.0,1,0,0,3,1,2160.0
1799,Sector 2 HSR Layout,2,1,75.0,1,0,0,2,1,1296.0
1800,Chikkalasandra,1,1,128.0,1,0,0,2,0,1800.0
1801,Kanakpura Road,3,3,64.5,1,0,0,3,1,1570.0
1802,Koramangala,2,3,110.0,1,0,0,2,1,1300.0
1803,Sarjapur,2,2,65.0,1,0,0,4,1,1550.0
1804,Electronic City,1,1,40.0,1,0,0,2,1,770.0
1805,Jalahalli,3,0,110.0,1,0,0,3,1,1870.0
1806,Anantapura,4,0,160.0,0,1,0,3,0,1650.0
1807,Domlur,3,3,86.0,1,0,0,3,1,1429.0
1808,Babusapalaya,2,2,39.98,1,0,0,3,1,1167.0
1809,Bommasandra,2,1,41.73,1,0,0,2,1,1035.0
1810,Kengeri,2,2,38.0,1,0,0,3,1,1188.0
1811,2nd Stage Nagarbhavi,4,2,285.0,0,1,0,5,0,1200.0
1812,Sarjapur,3,1,76.0,0,1,0,3,0,14166.0
1813,Nagarbhavi,2,2,36.0,1,0,0,1,1,884.0
1814,Haralur Road,2,2,46.0,1,0,0,2,1,1194.0
1815,Hoodi,2,1,60.87,1,0,0,2,1,1026.0
1816,Shivaji Nagar,6,3,200.0,0,1,0,7,0,1400.0
1817,Kaikondrahalli,2,2,50.0,1,0,0,2,1,1115.0
1818,Hebbal Kempapura,2,1,125.0,0,1,0,2,0,1200.0
1819,Old Airport Road,4,3,191.0,1,0,0,4,1,2690.0
1820,Subramanyapura,2,1,58.0,1,0,0,2,1,975.0
1821,Hosa Road,3,2,72.5,0,1,0,3,0,675.0
1822,Chamrajpet,2,1,170.0,1,0,0,4,1,1900.0
1823,Banashankari,3,1,100.0,0,1,0,3,0,600.0
1824,OMBR Layout,2,2,65.5,1,0,0,2,1,1101.0
1825,Sarjapur  Road,3,3,135.0,1,0,0,3,1,1700.0
1826,Whitefield,4,2,312.0,1,0,0,4,1,3606.0
1827,Padmanabhanagar,2,2,115.0,1,0,0,2,1,1258.0
1828,Kanakpura Road,3,0,92.0,0,0,1,3,1,1560.0
1829,Old Madras Road,6,1,195.0,1,0,0,4,1,3630.0
1830,JP Nagar,3,2,250.0,1,0,0,3,1,2000.0
1831,Hebbal,4,3,198.0,1,0,0,4,1,2790.0
1832,Badavala Nagar,2,2,94.55,1,0,0,3,1,1494.0
1833,Hennur Road,2,1,87.0,1,0,0,3,1,1482.0
1834,Rustam Bagh Layout,2,3,50.0,1,0,0,2,1,800.0
1835,Raja Rajeshwari Nagar,2,2,47.39,1,0,0,2,1,1185.0
1836,Hulimavu,2,2,71.5,1,0,0,2,1,1100.0
1837,NRI Layout,2,0,120.0,1,0,0,2,0,1300.0
1838,4th Block Koramangala,2,2,150.0,1,0,0,2,1,1225.0
1839,Hulimavu,3,2,65.0,1,0,0,3,1,1758.0
1840,Banaswadi,2,2,55.0,1,0,0,2,1,1145.0
1841,Hormavu,2,2,50.0,1,0,0,2,1,1180.0
1842,Belatur,2,2,58.0,1,0,0,2,1,1260.0
1843,Yelahanka,4,0,173.0,1,0,0,4,1,3461.0
1844,Arekere,2,2,55.0,1,0,0,2,1,1190.0
1845,Sarjapur  Road,3,2,119.0,1,0,0,3,1,1691.0
1846,Lalbagh Road,4,3,367.0,1,0,0,4,1,3675.0
1847,Frazer Town,3,0,95.45,1,0,0,3,1,1305.0
1848,Basavangudi,4,3,292.0,1,0,0,3,1,2337.0
1849,Kamakya Layout,2,2,150.0,0,1,0,2,0,1200.0
1850,Domlur,2,1,217.0,1,0,0,2,1,1206.0
1851,Vignana Nagar,4,1,130.0,0,1,0,5,0,1350.0
1852,Kogilu,2,1,50.66,1,0,0,2,1,1140.0
1853,Nallurhalli,2,2,65.0,1,0,0,2,1,1250.0
1854,Kamakshipalya,2,1,60.0,0,1,0,3,0,600.0
1855,Chinnapanahalli,2,2,48.0,1,0,0,2,1,1225.0
1856,Kereguddadahalli,2,2,28.0,1,0,0,2,1,800.0
1857,Jalahalli East,2,1,58.0,1,0,0,2,1,1020.0
1858,TC Palaya,2,1,50.0,1,0,0,4,0,2100.0
1859,Lingarajapuram,2,1,80.0,0,1,0,2,0,1350.0
1860,Anekal,2,1,40.0,1,0,0,2,1,925.0
1861,Yelachenahalli,3,1,220.0,1,0,0,4,0,1800.0
1862,3rd Block HBR Layout,3,1,100.0,1,0,0,3,0,2000.0
1863,Frazer Town,2,1,75.0,1,0,0,3,1,1510.0
1864,Kasavanhalli,7,0,1200.0,0,1,0,5,0,5800.0
1865,Laxmi Sagar Layout,3,1,110.0,1,0,0,3,1,1614.0
1866,Yeshwanthpur,2,1,130.0,0,1,0,3,0,682.0
1867,Gottigere,2,0,95.0,0,1,0,2,0,1200.0
1868,TC Palaya,2,0,55.0,0,1,0,2,0,900.0
1869,Bommenahalli,3,0,145.0,1,0,0,4,0,1632.0
1870,OMBR Layout,2,2,65.5,1,0,0,2,1,1041.0
1871,7th Phase JP Nagar,7,0,450.0,1,0,0,6,1,5080.0
1872,Bannerghatta,6,2,250.0,1,0,0,4,1,3012.0
1873,Marathahalli,3,2,74.5,1,0,0,3,1,1530.0
1874,Sector 2 HSR Layout,2,2,135.0,1,0,0,3,1,1450.0
1875,Bannerghatta Road,2,2,75.0,1,0,0,2,1,1200.0
1876,Sahakara Nagar,4,0,130.0,0,1,0,4,0,1200.0
1877,Hosur Road,2,1,110.0,1,0,0,3,1,1508.0
1878,New Gurappana Palya,7,3,106.0,1,0,0,7,1,600.0
1879,Dodda Nekkundi Extension,2,3,73.0,1,0,0,2,1,1188.0
1880,Old Airport Road,4,3,199.0,1,0,0,4,1,2690.0
1881,Harlur,2,1,76.0,1,0,0,2,1,1174.0
1882,Old Madras Road,3,1,58.99,1,0,0,3,1,1350.0
1883,Frazer Town,3,3,185.0,1,0,0,3,1,1870.0
1884,Kengeri Satellite Town,2,1,25.0,1,0,0,2,1,1072.0
1885,Nelamangala,2,1,140.0,0,1,0,3,0,52272.0
1886,Kengeri,2,1,31.0,1,0,0,2,1,726.0
1887,Hosur Road,2,2,106.0,1,0,0,2,1,1345.0
1888,Begur Road,2,2,45.0,1,0,0,2,1,1200.0
1889,Nagavarapalya,2,0,37.0,1,0,0,2,1,980.0
1890,Hormavu,2,1,77.0,1,0,0,2,1,1050.0
1891,Uttarahalli,2,1,39.71,1,0,0,2,1,993.0
1892,7th Phase JP Nagar,2,2,52.0,1,0,0,3,1,1300.0
1893,Vittasandra,3,2,85.0,1,0,0,3,1,1743.0
1894,Whitefield,4,1,125.0,0,1,0,4,0,1204.0
1895,Hormavu,2,0,67.0,0,1,0,2,0,1200.0
1896,2nd Block Hrbr Layout,3,2,90.0,1,0,0,3,1,1480.0
1897,Sarjapur,2,2,32.5,1,0,0,2,1,950.0
1898,Domlur,1,0,55.0,1,0,0,1,1,640.0
1899,Electronic City Phase II,2,1,44.0,1,0,0,2,1,972.0
1900,Marathahalli,3,3,98.0,1,0,0,3,1,1840.0
1901,Electronic City,2,1,64.0,1,0,0,2,1,1128.0
1902,Hongasandra,2,0,42.0,0,1,0,2,0,680.0
1903,Harappanahalli,2,1,95.0,0,1,0,2,0,2400.0
1904,Basapura,2,2,42.0,1,0,0,2,1,1045.0
1905,Roopena Agrahara,2,3,53.55,1,0,0,2,1,955.0
1906,Doddakallasandra,2,2,54.39,1,0,0,3,1,1360.0
1907,BTM Layout,2,2,63.0,1,0,0,2,1,1150.0
1908,Hennur Road,4,3,294.0,1,0,0,4,0,3450.0
1909,Chennammana Kere,2,2,56.87,1,0,0,2,1,1115.0
1910,Jigani,2,2,46.0,1,0,0,2,1,920.0
1911,Bommasandra Industrial Area,2,1,41.0,1,0,0,2,1,1030.0
1912,Thanisandra,3,1,101.0,1,0,0,3,1,1564.0
1913,Uttarahalli,2,1,45.0,1,0,0,2,1,1045.0
1914,Hegde Nagar,4,1,83.0,0,1,0,4,0,1200.0
1915,Subramanyapura,2,2,55.0,1,0,0,2,1,1277.0
1916,Kanaka Nagar,3,1,215.0,1,0,0,3,1,2479.13
1917,Sarjapur  Road,3,2,140.0,1,0,0,3,1,1846.0
1918,Tasker Town,2,0,106.0,1,0,0,2,1,1100.0
1919,Govindpura,3,0,75.0,1,0,0,3,1,1690.0
1920,Hormavu,3,0,70.0,0,1,0,2,0,1200.0
1921,Yelahanka,4,0,131.0,1,0,0,4,0,3042.0
1922,Rajaji Nagar,3,3,223.0,1,0,0,3,1,1640.0
1923,NR Colony,2,1,40.05,1,0,0,2,1,1068.0
1924,Kanakpura Road,2,2,58.0,1,0,0,2,1,1135.0
1925,Agara Village,3,2,120.0,1,0,0,3,1,1925.0
1926,Begur Road,3,2,60.0,1,0,0,3,1,1615.0
1927,Shettigere,1,1,26.0,1,0,0,1,1,650.0
1928,Chikkasandra,9,3,120.0,0,1,0,9,0,1200.0
1929,Kaggadasapura,2,3,42.0,1,0,0,2,1,1150.0
1930,Kothannur,6,1,135.0,0,1,0,6,0,930.0
1931,Kenchanehalli R R Nagar,2,2,45.12,1,0,0,3,1,1410.0
1932,6th Phase JP Nagar,2,0,100.0,1,0,0,3,0,600.0
1933,Kumara Park,3,3,207.0,1,0,0,3,1,2000.0
1934,Tumkur Road,3,1,90.0,1,0,0,3,1,1354.0
1935,BEL Road,2,0,110.0,0,1,0,2,0,1050.0
1936,Arekere,1,1,28.0,1,0,0,1,1,600.0
1937,Varthur,2,1,110.0,0,1,0,4,0,1320.0
1938,Koramangala,3,2,88.0,1,0,0,3,1,1600.0
1939,Kanakpura Road,6,2,225.0,1,0,0,4,0,3500.0
1940,GM Palaya,2,1,36.0,1,0,0,2,1,1000.0
1941,Byagadadhenahalli,3,1,38.0,1,0,0,3,1,1130.0
1942,Vittasandra,2,1,67.0,1,0,0,2,1,1238.0
1943,Ashwathnagar,2,3,305.0,1,0,0,3,1,2204.0
1944,KR Puram,12,0,110.0,0,1,0,8,0,1200.0
1945,Kudlu Gate,2,3,46.38,1,0,0,3,1,1364.0
1946,Srinivasa Nagar,2,1,45.0,1,0,0,2,1,900.0
1947,Gubbalala,3,2,104.0,1,0,0,3,1,1745.0
1948,Kogilu,2,1,53.33,1,0,0,2,1,1200.0
1949,Kanakapura,2,1,42.83,1,0,0,2,1,1020.0
1950,Banashankari Stage III,3,2,118.0,1,0,0,3,1,1650.0
1951,Doddabommasandra,2,3,70.0,1,0,0,3,1,1550.0
1952,5th Phase JP Nagar,2,2,60.0,1,0,0,2,1,1440.0
1953,Sarjapura - Attibele Road,2,2,45.95,1,0,0,3,1,1329.0
1954,Maruthi Layout,2,1,42.0,1,0,0,2,1,916.0
1955,Hulimavu,1,2,50.0,1,0,0,1,1,688.0
1956,Sree Narayana Nagar,3,3,50.0,1,0,0,3,1,1358.0
1957,Kanakpura Road,2,1,107.0,1,0,0,2,1,1331.0
1958,Malleshwaram,1,1,62.5,1,0,0,1,1,686.0
1959,Hoodi,2,2,50.0,1,0,0,2,1,1050.0
1960,Talaghattapura,3,2,126.0,1,0,0,3,1,2106.0
1961,Bhoganhalli,3,2,90.2,1,0,0,3,1,1718.0
1962,Raja Rajeshwari Nagar,3,2,57.0,1,0,0,3,1,1530.0
1963,5th Block Hbr Layout,2,2,56.0,1,0,0,2,1,1206.0
1964,Hebbal,2,3,52.0,1,0,0,2,1,1075.0
1965,Sarjapur  Road,3,1,95.0,0,1,0,3,0,1200.0
1966,Tunganagara,2,2,54.21,1,0,0,3,1,1936.0
1967,Nagavara,3,3,120.0,1,0,0,4,1,2172.65
1968,Sahakara Nagar,2,2,75.0,1,0,0,3,1,1100.0
1969,BTM 2nd Stage,5,1,185.0,0,1,0,3,0,1260.0
1970,Hongasandra,12,0,120.0,0,1,0,8,0,990.0
1971,Jalahalli East,2,1,80.0,0,1,0,3,0,800.0
1972,Sarjapur  Road,2,3,29.99,1,0,0,2,1,1117.0
1973,Remco Bhel Layout,2,1,110.0,1,0,0,3,1,1685.0
1974,CV Raman Nagar,2,1,37.0,1,0,0,2,1,740.0
1975,Chamrajpet,4,2,250.0,0,1,0,4,0,1080.0
1976,Magadi Road,2,2,93.0,0,1,0,4,0,1500.0
1977,Banashankari,3,2,115.0,1,0,0,3,1,1800.0
1978,Yelachenahalli,3,2,130.0,1,0,0,3,1,1700.0
1979,Uttarahalli,2,2,37.93,1,0,0,2,1,850.0
1980,Hennur Road,3,1,139.0,1,0,0,3,1,1891.0
1981,Jalahalli,1,1,80.0,1,0,0,2,1,1400.0
1982,Lakshminarayana Pura,2,2,82.0,1,0,0,2,1,1172.0
1983,Electronic City Phase II,2,2,40.43,1,0,0,3,1,1400.0
1984,Sonnenahalli,2,1,43.75,1,0,0,2,1,896.0
1985,Vijayanagar,2,2,65.0,1,0,0,2,1,1180.0
1986,Basaveshwara Nagar,7,1,350.0,0,1,0,7,0,2460.0
1987,Chokkasandra,2,1,33.0,1,0,0,2,1,850.0
1988,Anekal,1,1,18.0,1,0,0,1,1,530.0
1989,2nd Block Hrbr Layout,3,3,110.0,1,0,0,3,1,1550.0
1990,Kanakapura,3,3,97.0,1,0,0,3,1,1699.0
1991,Bellandur,4,3,109.0,1,0,0,4,1,2025.0
1992,Ananth Nagar,2,2,14.0,1,0,0,1,1,500.0
1993,Panduranga Nagar,1,0,20.0,1,0,0,1,1,500.0
1994,Sri Venkateshpura Layout,2,1,38.5,1,0,0,2,1,1146.0
1995,Malleshwaram,4,3,332.0,1,0,0,3,1,2475.0
1996,Haralur Road,2,1,145.0,1,0,0,2,1,1455.0
1997,Seegehalli,1,0,50.0,0,1,0,2,0,800.0
1998,Abbigere,2,2,30.0,1,0,0,1,1,765.0
1999,Lingadheeranahalli,3,1,94.99,1,0,0,3,1,1521.0
2000,Gottigere,2,2,55.0,1,0,0,3,1,1600.0
2001,Byadarahalli,4,2,370.0,1,0,0,3,1,3155.0
2002,Hebbal Kempapura,4,0,240.0,1,0,0,3,1,2900.0
2003,Jakkur Plantation,3,3,105.0,1,0,0,3,1,1765.0
2004,Kasavanhalli,3,2,88.0,1,0,0,3,1,1980.0
2005,Amruthahalli,3,1,135.0,1,0,0,3,0,1900.0
2006,Kaverappa Layout,2,3,70.0,1,0,0,2,1,1265.0
2007,Bommasandra,2,3,40.0,1,0,0,2,1,1034.0
2008,Kaverappa Layout,2,1,59.0,1,0,0,2,1,1012.0
2009,Electronic City,2,1,54.0,1,0,0,2,1,1070.0
2010,Mahadevpura,4,1,230.0,1,0,0,4,0,3555.0
2011,5th Block Hbr Layout,2,2,70.0,1,0,0,3,1,1270.0
2012,Yeshwanthpur,1,0,70.0,0,1,0,2,0,585.0
2013,Doddanekundi,4,3,154.0,1,0,0,3,1,2045.0
2014,Bellandur,2,2,98.0,1,0,0,3,1,1490.0
2015,Banaswadi,6,1,830.0,1,0,0,7,0,6150.0
2016,Mysore Road,2,1,40.0,1,0,0,2,1,883.0
2017,Yeshwanthpur,1,1,36.85,1,0,0,1,1,671.0
2018,Kammasandra,2,2,32.0,1,0,0,2,1,1156.0
2019,Haralur Road,3,2,125.0,1,0,0,3,1,2017.0
2020,Thigalarapalya,6,2,235.0,1,0,0,4,1,3122.0
2021,Ramagondanahalli,3,1,62.0,1,0,0,3,1,1635.0
2022,Sir M V Nagar,9,0,120.0,1,0,0,7,0,4400.0
2023,Kanakpura Road,2,1,89.0,1,0,0,2,1,1296.0
2024,Bikasipura,4,2,280.0,0,1,0,6,0,2400.0
2025,Budigere,2,2,62.0,1,0,0,2,1,1139.0
2026,CV Raman Nagar,3,2,47.0,1,0,0,2,1,1230.0
2027,Basaveshwara Nagar Yelahanka,2,1,25.0,1,0,0,1,1,581.91
2028,Binny Pete,2,1,86.28,1,0,0,2,1,1245.0
2029,Sidedahalli,2,2,85.0,0,1,0,3,0,1158.0
2030,Marathahalli,4,2,220.0,1,0,0,4,1,3951.0
2031,Electronic City,1,1,15.0,1,0,0,2,1,550.0
2032,Ramamurthy Nagar,1,1,26.0,1,0,0,1,1,360.0
2033,Electronics City Phase 1,3,1,55.0,1,0,0,3,1,1350.0
2034,Green Glen Layout,3,2,120.0,1,0,0,3,1,1670.0
2035,Akshaya Nagar,2,2,65.0,1,0,0,3,1,1600.0
2036,Horamavu Banaswadi,2,2,51.6,1,0,0,2,1,1307.0
2037,7th Phase JP Nagar,2,1,57.0,1,0,0,3,1,1050.0
2038,Hennur Road,3,0,101.0,1,0,0,3,1,1703.0
2039,Kaggalipura,2,1,58.0,1,0,0,3,1,1210.0
2040,Electronic City,2,1,29.6,1,0,0,2,1,1025.0
2041,7th Phase JP Nagar,2,2,56.41,1,0,0,3,1,1343.0
2042,R.T. Nagar,3,2,85.0,1,0,0,3,1,1560.0
2043,Kalkere,2,2,51.0,1,0,0,2,1,925.0
2044,Kanakpura Road,2,2,75.0,1,0,0,3,1,1420.0
2045,1st Block Koramangala,2,3,110.0,1,0,0,2,1,1415.0
2046,Shree Ananth Nagar Layout,2,2,60.0,1,0,0,2,1,1210.0
2047,Yeshwanthpur,3,2,160.0,1,0,0,3,1,1852.0
2048,Hoskote,3,2,50.0,1,0,0,3,1,1250.0
2049,9th Phase JP Nagar,2,1,65.0,1,0,0,2,1,1100.0
2050,2nd Phase Judicial Layout,2,1,40.25,1,0,0,2,1,1150.0
2051,Jakkur,2,1,53.35,1,0,0,2,1,1100.0
2052,Magadi Road,1,0,100.0,0,1,0,2,0,1350.0
2053,Panathur,3,2,99.0,1,0,0,3,1,1546.0
2054,Ambedkar Nagar,2,2,90.0,1,0,0,2,1,1424.0
2055,Bellandur,3,1,68.0,1,0,0,3,1,1398.0
2056,Indira Nagar,3,2,200.0,1,0,0,3,1,1650.0
2057,HBR Layout,4,0,120.0,0,1,0,4,0,1200.0
2058,Brookefield,3,2,105.0,1,0,0,3,1,1476.0
2059,Attiguppe,2,1,70.0,1,0,0,2,0,500.0
2060,Magadi Road,2,2,58.82,1,0,0,3,1,1322.0
2061,Srirampuram,2,1,40.0,0,1,0,2,0,432.0
2062,Yemlur,2,2,55.0,1,0,0,2,1,1100.0
2063,Race Course Road,5,0,600.0,1,0,0,4,1,4750.0
2064,Sarjapur,2,2,68.0,1,0,0,3,1,1285.0
2065,Ambalipura,2,2,80.0,1,0,0,2,1,1150.0
2066,Thanisandra,2,2,56.0,1,0,0,3,1,1430.0
2067,Marathahalli,2,2,62.0,1,0,0,3,1,1350.0
2068,Gkvk Layout,3,3,195.0,0,1,0,3,0,1350.0
2069,Thubarahalli,2,2,65.0,1,0,0,2,1,1185.0
2070,Bannerghatta Road,3,2,67.0,1,0,0,3,1,1760.0
2071,Bank Of Baroda Colony,5,2,350.0,0,1,0,4,0,2400.0
2072,Kanakpura Road,2,1,41.0,1,0,0,2,1,900.0
2073,Kanakpura Road,2,1,105.0,1,0,0,2,1,1297.0
2074,Sector 1 HSR Layout,3,2,155.0,1,0,0,3,1,1840.0
2075,Ramamurthy Nagar,2,1,50.79,1,0,0,2,1,950.0
2076,Chikkabanavar,4,1,70.0,0,1,0,5,0,1200.0
2077,BTM 2nd Stage,2,1,52.0,0,0,1,2,1,950.0
2078,Yeshwanthpur,2,0,95.815,1,0,0,2,1,1277.5
2079,Electronic City,3,2,89.0,1,0,0,3,1,1571.0
2080,Electronic City Phase II,2,1,55.0,1,0,0,2,1,1031.0
2081,Whitefield,2,1,90.0,1,0,0,2,1,1485.0
2082,Ananth Nagar,2,1,60.0,1,0,0,2,1,1109.0
2083,Koramangala,3,2,180.0,1,0,0,3,1,2200.0
2084,Whitefield,1,1,50.0,1,0,0,1,1,950.0
2085,Laggere,2,0,150.0,0,1,0,3,0,1200.0
2086,Basavangudi,3,3,300.0,1,0,0,3,1,2350.0
2087,Electronic City Phase II,2,1,40.6,1,0,0,2,1,1003.0
2088,Bank Of Baroda Colony,2,1,185.0,0,1,0,2,0,1350.0
2089,9th Phase JP Nagar,2,2,37.0,1,0,0,2,1,1080.0
2090,Hulimavu,2,2,73.0,1,0,0,2,1,1255.0
2091,Banaswadi,2,0,60.0,1,0,0,2,1,1250.0
2092,Brookefield,4,1,152.0,0,1,0,4,0,1700.0
2093,Ramamurthy Nagar,2,0,66.0,0,1,0,3,0,1200.0
2094,St. John's Road,2,0,60.0,1,0,0,2,1,824.0
2095,1st Phase JP Nagar,3,1,167.0,1,0,0,3,1,1875.0
2096,Bommasandra Industrial Area,2,1,38.12,1,0,0,3,1,1320.0
2097,Kothanur,5,2,550.0,0,1,0,5,0,9600.0
2098,Uttarahalli,2,1,47.0,1,0,0,3,1,1330.0
2099,Kaikondrahalli,3,2,56.0,1,0,0,3,1,1220.0
2100,Electronic City,3,1,50.0,1,0,0,3,1,1111.0
2101,Kothannur,2,1,47.88,1,0,0,2,1,1197.0
2102,Marathahalli,5,2,185.0,1,0,0,4,1,2519.0
2103,Doopanahalli,2,1,100.0,1,0,0,3,1,1340.0
2104,Old Madras Road,3,3,132.0,0,1,0,4,0,1450.0
2105,Hoodi,3,3,145.0,1,0,0,3,1,1837.0
2106,Haralur Road,4,0,245.0,0,1,0,4,0,1200.0
2107,Kudlu Gate,2,3,55.0,1,0,0,2,1,1238.0
2108,7th Phase JP Nagar,2,2,59.01,1,0,0,3,1,1405.0
2109,Doddaballapur,3,2,80.0,1,0,0,4,1,1690.0
2110,Sathanur,2,1,110.0,1,0,0,3,1,1620.0
2111,Kanakpura Road,3,2,115.0,1,0,0,3,1,1673.0
2112,Margondanahalli,2,0,58.0,0,1,0,2,0,1090.0
2113,Varthur,2,2,40.0,1,0,0,2,1,1112.0
2114,Marathahalli,2,2,66.65,1,0,0,3,1,1385.0
2115,Electronic City Phase II,1,1,27.0,1,0,0,2,1,545.0
2116,Subramanyapura,2,1,58.0,1,0,0,2,1,985.0
2117,Kanakpura Road,1,0,36.29,1,0,0,1,1,825.0
2118,Kanakpura Road,2,1,37.8,1,0,0,2,1,1080.0
2119,Hosa Road,2,1,97.52,1,0,0,2,1,1430.0
2120,Kengeri Satellite Town,2,2,43.0,1,0,0,2,1,1050.0
